alarm_description,Severity,Alarm ID,Alarm Source,Location Info,Other Information,Last Occurred (ST),Acknowledged On (ST),Fiber/Cable Name,Cleared By,Acknowledged By,Clearance Status,Acknowledgement Status,Alarm Serial Number
1,0,199,19,398,134,2025-05-08 14:00:00,2025-05-08 20:00:00,12,1,2,0,0,26489078
0,3,14152,64,125,225,2025-05-17 12:00:00,2025-05-17 21:00:00,12,1,1,0,0,26057310
0,2,12926,39,892,162,2025-05-17 18:00:00,2025-05-18 00:00:00,63,3,2,0,0,25667998
1,0,235,23,201,181,2025-05-18 08:00:00,2025-05-18 10:00:00,109,3,2,0,0,26890259
1,2,12926,53,895,181,2025-05-09 09:00:00,2025-05-09 17:00:00,15,4,3,0,0,27814135
1,0,13142,2,385,257,2025-05-03 16:00:00,2025-05-03 21:00:00,109,3,2,0,0,25635168
1,1,12544,41,894,230,2025-05-17 11:00:00,2025-05-17 20:00:00,109,3,3,0,0,26919026
0,1,12308,13,767,123,2025-05-02 18:00:00,2025-05-03 03:00:00,13,3,1,0,0,27404820
1,0,236,51,1001,233,2025-05-10 04:00:00,2025-05-10 08:00:00,108,4,2,0,0,26095945
0,3,12587,14,516,265,2025-05-01 16:00:00,2025-05-01 17:00:00,63,4,3,0,0,25332304
1,0,327,27,563,49,2025-05-14 11:00:00,2025-05-14 20:00:00,12,3,2,0,0,27962045
1,0,12306,61,81,221,2025-05-12 20:00:00,2025-05-13 05:00:00,0,1,1,0,0,27787442
1,3,114,58,834,134,2025-05-08 14:00:00,2025-05-08 22:00:00,109,4,2,0,0,25904259
0,1,13142,29,34,181,2025-05-17 06:00:00,2025-05-17 11:00:00,13,3,2,0,0,27718775
0,2,13417,49,893,225,2025-05-02 19:00:00,2025-05-03 00:00:00,21,1,3,0,0,26155868
2,0,186,35,1054,169,2025-05-17 04:00:00,2025-05-17 10:00:00,63,1,1,0,0,27955423
1,3,2,1,931,166,2025-05-08 19:00:00,2025-05-08 20:00:00,109,4,1,0,0,26641271
2,0,14102,24,779,1,2025-05-17 05:00:00,2025-05-17 14:00:00,108,1,1,0,0,25648816
2,3,12956,17,1036,205,2025-05-11 22:00:00,2025-05-12 03:00:00,13,4,2,0,0,26721470
0,2,1,26,308,230,2025-05-08 05:00:00,2025-05-08 12:00:00,107,3,3,0,0,25683821
0,2,14102,39,939,192,2025-05-03 05:00:00,2025-05-03 13:00:00,0,4,2,0,0,26840506
2,1,63604,9,921,129,2025-05-10 03:00:00,2025-05-10 08:00:00,13,1,2,0,0,26219659
1,3,13203,0,27,186,2025-05-02 21:00:00,2025-05-03 00:00:00,12,4,2,0,0,25766516
0,3,63604,4,441,111,2025-05-17 09:00:00,2025-05-17 15:00:00,0,4,1,0,0,27486151
1,1,12926,57,381,197,2025-05-11 19:00:00,2025-05-12 02:00:00,107,3,3,0,0,26097630
1,1,13203,38,136,204,2025-05-09 02:00:00,2025-05-09 06:00:00,21,1,1,0,0,26699747
2,3,119,22,922,198,2025-05-18 00:00:00,2025-05-18 09:00:00,63,4,2,0,0,27664169
2,1,13417,61,843,161,2025-05-15 10:00:00,2025-05-15 14:00:00,109,3,2,0,0,25772530
2,2,12307,34,672,143,2025-05-03 12:00:00,2025-05-03 14:00:00,15,3,3,0,0,25869616
2,0,12926,11,536,199,2025-05-07 21:00:00,2025-05-08 06:00:00,108,3,1,0,0,27963307
0,2,12305,13,928,181,2025-05-07 15:00:00,2025-05-07 19:00:00,13,3,2,0,0,25490969
0,1,63604,24,79,238,2025-05-07 06:00:00,2025-05-07 10:00:00,12,3,2,0,0,27899563
2,3,13552,16,80,106,2025-05-05 14:00:00,2025-05-05 15:00:00,108,4,3,0,0,26498407
0,3,299,4,1034,103,2025-05-02 12:00:00,2025-05-02 14:00:00,12,4,2,0,0,26903867
2,2,13987,22,921,216,2025-05-01 02:00:00,2025-05-01 05:00:00,13,1,1,0,0,27361812
1,3,13987,62,930,238,2025-05-01 12:00:00,2025-05-01 19:00:00,21,4,1,0,0,27631237
1,1,13417,26,118,82,2025-05-07 17:00:00,2025-05-08 02:00:00,21,1,2,0,0,27899563
1,2,12587,47,368,49,2025-05-15 07:00:00,2025-05-15 12:00:00,107,1,2,0,0,26400612
2,3,299,6,149,49,2025-05-14 19:00:00,2025-05-14 23:00:00,109,1,2,0,0,26053003
1,0,12580,64,410,111,2025-05-11 23:00:00,2025-05-12 01:00:00,63,4,3,0,0,27488419
0,0,199,16,161,219,2025-05-04 10:00:00,2025-05-04 17:00:00,15,3,3,0,0,27658485
1,1,1,48,478,198,2025-05-12 00:00:00,2025-05-12 06:00:00,63,1,1,0,0,25459049
1,3,12307,58,118,207,2025-05-18 03:00:00,2025-05-18 10:00:00,107,3,1,0,0,27840285
1,1,13552,5,658,145,2025-05-14 21:00:00,2025-05-15 05:00:00,21,1,2,0,0,27410840
0,2,13056,39,571,110,2025-05-16 19:00:00,2025-05-17 04:00:00,12,4,2,0,0,27841036
2,0,12308,24,649,176,2025-05-10 02:00:00,2025-05-10 07:00:00,107,1,2,0,0,27473674
0,2,2,55,833,219,2025-05-07 01:00:00,2025-05-07 06:00:00,109,4,3,0,0,27723618
2,3,12307,39,920,189,2025-05-13 09:00:00,2025-05-13 13:00:00,109,3,3,0,0,26952360
2,1,327,59,65,188,2025-05-13 08:00:00,2025-05-13 11:00:00,0,4,2,0,0,26168226
1,1,13417,2,925,65,2025-05-07 16:00:00,2025-05-07 23:00:00,109,3,2,0,0,27720125
2,1,13056,56,351,229,2025-05-10 12:00:00,2025-05-10 17:00:00,108,4,1,0,0,27776414
0,2,12301,50,791,104,2025-05-10 17:00:00,2025-05-11 00:00:00,13,1,3,0,0,26475192
0,0,12305,12,850,265,2025-05-04 16:00:00,2025-05-04 18:00:00,109,1,2,0,0,26155868
2,2,119,32,861,185,2025-05-14 20:00:00,2025-05-15 05:00:00,21,4,3,0,0,26291834
1,2,4,32,939,62,2025-05-13 21:00:00,2025-05-14 06:00:00,107,3,2,0,0,27867152
1,3,1,60,268,66,2025-05-09 22:00:00,2025-05-10 07:00:00,107,3,2,0,0,27547329
0,3,13056,66,762,129,2025-05-18 11:00:00,2025-05-18 16:00:00,107,3,1,0,0,27773118
1,3,12308,0,665,110,2025-05-05 00:00:00,2025-05-05 09:00:00,21,4,1,0,0,25842968
2,0,13142,49,517,165,2025-05-09 20:00:00,2025-05-09 21:00:00,12,4,1,0,0,27964673
2,0,119,30,363,161,2025-05-15 17:00:00,2025-05-15 19:00:00,13,4,2,0,0,25983960
0,3,13142,24,1013,110,2025-05-13 23:00:00,2025-05-14 04:00:00,109,4,1,0,0,26036094
2,3,13142,64,479,198,2025-05-05 03:00:00,2025-05-05 08:00:00,12,3,2,0,0,25924283
0,0,25,4,585,258,2025-05-07 00:00:00,2025-05-07 06:00:00,109,3,3,0,0,27513274
2,1,12308,34,242,66,2025-05-01 09:00:00,2025-05-01 17:00:00,107,4,3,0,0,26236232
0,0,12306,39,673,267,2025-05-02 19:00:00,2025-05-02 20:00:00,109,4,2,0,0,25332127
1,0,32,27,1060,186,2025-05-11 10:00:00,2025-05-11 19:00:00,21,3,1,0,0,25446479
2,0,299,13,242,106,2025-05-17 01:00:00,2025-05-17 05:00:00,108,3,1,0,0,26168226
2,3,32,6,410,60,2025-05-10 10:00:00,2025-05-10 18:00:00,109,1,3,0,0,27421759
0,1,1,29,911,209,2025-05-17 13:00:00,2025-05-17 18:00:00,12,4,2,0,0,27731291
0,0,13417,53,986,223,2025-05-11 08:00:00,2025-05-11 09:00:00,13,1,2,0,0,27855914
2,3,13933,50,418,54,2025-05-08 00:00:00,2025-05-08 09:00:00,107,3,2,0,0,25397562
0,2,32,58,565,128,2025-05-06 09:00:00,2025-05-06 17:00:00,0,3,3,0,0,27741385
2,2,119,51,900,258,2025-05-01 18:00:00,2025-05-01 23:00:00,108,4,3,0,0,27811719
1,0,12307,30,1048,197,2025-05-14 23:00:00,2025-05-15 03:00:00,15,1,1,0,0,26328801
0,2,12926,40,929,162,2025-05-10 18:00:00,2025-05-11 02:00:00,109,3,2,0,0,25470530
2,1,13142,15,136,207,2025-05-15 08:00:00,2025-05-15 17:00:00,109,1,2,0,0,26095945
1,2,12580,64,351,265,2025-05-01 00:00:00,2025-05-01 07:00:00,13,1,2,0,0,25614697
1,2,63604,8,975,101,2025-05-06 09:00:00,2025-05-06 13:00:00,13,1,2,0,0,27230653
2,1,25,27,102,115,2025-05-02 02:00:00,2025-05-02 09:00:00,107,1,3,0,0,25556841
0,0,25,43,975,219,2025-05-01 01:00:00,2025-05-01 07:00:00,0,1,1,0,0,25587969
2,0,13203,29,881,206,2025-05-11 09:00:00,2025-05-11 12:00:00,0,4,3,0,0,26831915
1,1,12544,23,373,258,2025-05-10 05:00:00,2025-05-10 08:00:00,21,4,1,0,0,26549193
2,1,119,64,465,117,2025-05-06 17:00:00,2025-05-06 18:00:00,107,1,2,0,0,26269012
0,1,25,10,923,60,2025-05-12 10:00:00,2025-05-12 15:00:00,107,4,2,0,0,27565047
1,2,119,31,537,219,2025-05-06 20:00:00,2025-05-07 04:00:00,108,3,2,0,0,25387834
2,1,199,60,477,258,2025-05-18 23:00:00,2025-05-19 05:00:00,63,1,2,0,0,27140802
0,3,25,42,930,194,2025-05-11 15:00:00,2025-05-11 23:00:00,108,4,2,0,0,26034466
1,2,13417,12,361,54,2025-05-16 09:00:00,2025-05-16 16:00:00,109,4,3,0,0,25552402
0,0,14102,58,649,207,2025-05-13 23:00:00,2025-05-14 01:00:00,15,3,1,0,0,26144109
1,0,2,42,517,54,2025-05-04 22:00:00,2025-05-05 06:00:00,107,3,3,0,0,27553292
2,0,12306,48,242,208,2025-05-08 04:00:00,2025-05-08 08:00:00,0,3,2,0,0,25980946
0,2,235,4,242,258,2025-05-18 14:00:00,2025-05-18 19:00:00,13,3,1,0,0,27914099
1,3,13142,6,727,257,2025-05-17 20:00:00,2025-05-18 04:00:00,15,1,1,0,0,27796748
0,1,13056,61,902,202,2025-05-03 08:00:00,2025-05-03 13:00:00,0,4,2,0,0,26538394
0,1,14102,18,142,229,2025-05-05 05:00:00,2025-05-05 10:00:00,0,4,1,0,0,26743804
2,0,32,28,79,219,2025-05-08 00:00:00,2025-05-08 06:00:00,15,3,3,0,0,27923776
0,0,12305,65,261,110,2025-05-03 21:00:00,2025-05-04 04:00:00,13,4,3,0,0,26274941
1,2,199,2,698,267,2025-05-15 01:00:00,2025-05-15 10:00:00,63,4,3,0,0,25549574
1,3,187,59,364,55,2025-05-03 00:00:00,2025-05-03 07:00:00,21,4,3,0,0,25867710
1,1,12544,26,481,60,2025-05-18 19:00:00,2025-05-19 01:00:00,107,3,1,0,0,27254916
1,2,236,57,511,238,2025-05-18 10:00:00,2025-05-18 14:00:00,108,4,3,0,0,27647669
2,1,14102,34,843,123,2025-05-15 10:00:00,2025-05-15 12:00:00,109,4,1,0,0,27773455
0,0,32,27,773,188,2025-05-01 04:00:00,2025-05-01 13:00:00,108,4,2,0,0,25837206
2,1,12587,53,63,257,2025-05-09 09:00:00,2025-05-09 14:00:00,0,1,3,0,0,27170767
0,3,13417,23,537,194,2025-05-09 09:00:00,2025-05-09 14:00:00,107,1,2,0,0,27207906
0,3,12545,37,541,129,2025-05-08 10:00:00,2025-05-08 13:00:00,13,4,3,0,0,26944118
0,0,13203,35,34,244,2025-05-03 08:00:00,2025-05-03 11:00:00,13,4,2,0,0,26126165
2,3,2,43,553,193,2025-05-08 17:00:00,2025-05-08 18:00:00,13,4,2,0,0,27627616
0,3,12926,31,970,65,2025-05-04 19:00:00,2025-05-05 00:00:00,109,4,2,0,0,25755284
2,2,14152,57,933,229,2025-05-13 03:00:00,2025-05-13 06:00:00,109,4,2,0,0,25453304
1,1,13933,63,695,165,2025-05-17 09:00:00,2025-05-17 11:00:00,107,4,2,0,0,26468536
1,0,13142,11,553,161,2025-05-10 10:00:00,2025-05-10 19:00:00,63,1,1,0,0,27895260
0,0,14102,32,136,125,2025-05-18 12:00:00,2025-05-18 18:00:00,0,3,1,0,0,25306349
2,0,12587,19,679,123,2025-05-05 15:00:00,2025-05-05 18:00:00,13,4,3,0,0,26909447
1,0,12587,7,772,61,2025-05-07 03:00:00,2025-05-07 10:00:00,13,4,1,0,0,27425043
2,0,25,55,302,208,2025-05-12 04:00:00,2025-05-12 13:00:00,13,4,2,0,0,27126314
2,3,236,66,970,206,2025-05-09 10:00:00,2025-05-09 19:00:00,109,3,1,0,0,27473326
0,2,14102,28,1044,193,2025-05-16 17:00:00,2025-05-16 18:00:00,63,4,1,0,0,25528628
1,0,12308,15,375,165,2025-05-16 04:00:00,2025-05-16 06:00:00,108,4,2,0,0,26840479
0,2,12544,60,182,188,2025-05-17 18:00:00,2025-05-18 02:00:00,63,3,1,0,0,26688239
0,2,12305,57,410,101,2025-05-15 11:00:00,2025-05-15 12:00:00,109,4,2,0,0,25669371
1,3,12926,47,27,162,2025-05-15 21:00:00,2025-05-16 00:00:00,108,3,1,0,0,25582002
1,0,12307,41,666,115,2025-05-03 07:00:00,2025-05-03 14:00:00,15,3,2,0,0,25323509
2,3,12580,53,81,176,2025-05-13 12:00:00,2025-05-13 20:00:00,107,4,3,0,0,26034439
1,0,2,9,1016,203,2025-05-14 03:00:00,2025-05-14 08:00:00,15,1,1,0,0,27565066
2,3,12926,24,939,209,2025-05-08 16:00:00,2025-05-08 18:00:00,107,1,3,0,0,27759203
2,2,299,52,268,82,2025-05-03 05:00:00,2025-05-03 08:00:00,13,4,2,0,0,27293359
2,0,236,28,970,257,2025-05-02 12:00:00,2025-05-02 21:00:00,15,3,2,0,0,27908779
1,1,13056,44,183,54,2025-05-09 18:00:00,2025-05-10 01:00:00,109,3,3,0,0,25760060
0,2,12580,28,1046,104,2025-05-13 04:00:00,2025-05-13 05:00:00,0,3,2,0,0,27732586
2,1,1,16,171,188,2025-05-12 05:00:00,2025-05-12 08:00:00,108,4,2,0,0,27628208
0,2,4,60,103,196,2025-05-15 14:00:00,2025-05-15 23:00:00,12,1,2,0,0,26057310
0,3,4,49,850,192,2025-05-10 03:00:00,2025-05-10 10:00:00,0,3,2,0,0,25547976
1,0,12307,56,1030,206,2025-05-10 11:00:00,2025-05-10 13:00:00,15,3,2,0,0,25595006
0,2,13552,33,711,265,2025-05-18 19:00:00,2025-05-19 01:00:00,108,4,2,0,0,25501779
0,3,236,17,690,66,2025-05-15 21:00:00,2025-05-16 06:00:00,15,1,2,0,0,25881522
1,0,12307,41,939,238,2025-05-09 18:00:00,2025-05-09 22:00:00,15,1,2,0,0,25900069
2,0,12301,66,477,204,2025-05-13 09:00:00,2025-05-13 11:00:00,21,4,3,0,0,26971771
0,2,187,19,799,128,2025-05-01 00:00:00,2025-05-01 03:00:00,12,1,1,0,0,25556670
1,0,199,29,698,219,2025-05-01 22:00:00,2025-05-02 05:00:00,21,4,2,0,0,27787442
0,2,14152,48,50,209,2025-05-12 19:00:00,2025-05-12 23:00:00,21,3,3,0,0,26029470
0,0,199,39,366,204,2025-05-17 03:00:00,2025-05-17 10:00:00,63,4,2,0,0,26315982
2,1,299,13,949,117,2025-05-18 16:00:00,2025-05-18 21:00:00,109,3,1,0,0,27720800
0,3,299,18,924,197,2025-05-08 19:00:00,2025-05-09 03:00:00,109,4,2,0,0,25433187
1,1,12350,31,988,145,2025-05-01 17:00:00,2025-05-02 01:00:00,21,3,3,0,0,26971718
0,2,299,15,621,183,2025-05-03 00:00:00,2025-05-03 05:00:00,13,3,3,0,0,26479620
2,1,235,46,284,223,2025-05-02 22:00:00,2025-05-03 05:00:00,63,4,1,0,0,27768762
2,2,1,2,60,201,2025-05-05 18:00:00,2025-05-06 00:00:00,15,3,2,0,0,25440279
1,0,63604,42,658,128,2025-05-02 14:00:00,2025-05-02 22:00:00,12,1,3,0,0,26560322
2,0,14152,14,762,257,2025-05-10 00:00:00,2025-05-10 09:00:00,21,4,1,0,0,25440279
0,2,187,1,1048,62,2025-05-09 17:00:00,2025-05-09 22:00:00,12,1,1,0,0,27940858
2,1,13142,60,856,186,2025-05-11 21:00:00,2025-05-12 04:00:00,107,3,2,0,0,25332304
1,0,13933,5,149,101,2025-05-09 18:00:00,2025-05-09 19:00:00,63,3,3,0,0,26716448
2,3,299,45,785,194,2025-05-03 04:00:00,2025-05-03 12:00:00,12,3,2,0,0,27677215
2,0,14152,40,103,66,2025-05-12 16:00:00,2025-05-12 19:00:00,15,4,2,0,0,26601515
2,3,13056,58,541,221,2025-05-15 18:00:00,2025-05-15 19:00:00,107,3,2,0,0,27932909
1,1,13987,60,284,106,2025-05-14 08:00:00,2025-05-14 14:00:00,13,1,3,0,0,25875884
2,3,14152,56,150,238,2025-05-06 12:00:00,2025-05-06 20:00:00,15,1,1,0,0,26615392
2,3,12587,28,614,66,2025-05-11 23:00:00,2025-05-12 02:00:00,109,4,2,0,0,27208588
0,3,12305,60,965,221,2025-05-13 06:00:00,2025-05-13 07:00:00,0,1,2,0,0,26098767
1,3,32,39,1028,165,2025-05-05 14:00:00,2025-05-05 17:00:00,108,4,3,0,0,27263873
2,0,32,19,1044,134,2025-05-02 18:00:00,2025-05-02 23:00:00,0,4,2,0,0,25762332
1,3,12350,60,904,238,2025-05-15 01:00:00,2025-05-15 09:00:00,13,3,1,0,0,26126518
2,0,12306,36,881,189,2025-05-10 21:00:00,2025-05-11 06:00:00,109,1,2,0,0,27263873
2,3,32,6,1032,129,2025-05-16 18:00:00,2025-05-17 03:00:00,12,1,1,0,0,26400612
2,2,12306,13,516,145,2025-05-17 04:00:00,2025-05-17 08:00:00,63,1,2,0,0,25878862
0,1,327,1,160,232,2025-05-11 06:00:00,2025-05-11 14:00:00,15,3,2,0,0,27813751
0,3,63604,36,256,208,2025-05-01 03:00:00,2025-05-01 08:00:00,109,4,2,0,0,26577096
0,2,299,13,899,219,2025-05-16 03:00:00,2025-05-16 06:00:00,109,1,1,0,0,27914099
1,3,12306,66,239,167,2025-05-15 12:00:00,2025-05-15 17:00:00,21,1,2,0,0,26890259
1,3,13142,1,516,258,2025-05-17 00:00:00,2025-05-17 02:00:00,108,1,2,0,0,25717678
0,3,12956,33,853,216,2025-05-15 13:00:00,2025-05-15 19:00:00,15,1,2,0,0,27553292
1,2,12308,2,332,110,2025-05-13 23:00:00,2025-05-14 00:00:00,109,3,1,0,0,25766489
2,1,13987,19,103,61,2025-05-08 04:00:00,2025-05-08 10:00:00,21,4,2,0,0,26642105
2,2,13933,52,665,204,2025-05-09 00:00:00,2025-05-09 05:00:00,107,1,3,0,0,27678555
2,1,13056,38,1060,117,2025-05-01 02:00:00,2025-05-01 11:00:00,13,1,1,0,0,25763807
0,3,63604,17,1028,106,2025-05-12 13:00:00,2025-05-12 20:00:00,13,4,3,0,0,27790664
1,0,13552,52,549,61,2025-05-03 07:00:00,2025-05-03 13:00:00,63,3,2,0,0,26885327
0,3,327,25,471,61,2025-05-12 09:00:00,2025-05-12 16:00:00,63,3,1,0,0,26098767
1,1,236,20,772,215,2025-05-18 00:00:00,2025-05-18 05:00:00,109,3,1,0,0,25972445
2,2,12544,28,398,61,2025-05-08 07:00:00,2025-05-08 08:00:00,109,3,2,0,0,26197523
0,3,1,33,578,205,2025-05-05 19:00:00,2025-05-06 04:00:00,15,1,3,0,0,26682166
1,2,12301,10,511,265,2025-05-04 11:00:00,2025-05-04 16:00:00,108,4,1,0,0,27868108
1,2,12544,62,843,199,2025-05-07 14:00:00,2025-05-07 18:00:00,109,4,1,0,0,26901830
2,2,13142,9,858,55,2025-05-12 21:00:00,2025-05-13 03:00:00,13,4,1,0,0,27638177
0,3,13203,26,1016,216,2025-05-04 07:00:00,2025-05-04 12:00:00,12,3,1,0,0,26982093
0,2,12306,56,136,267,2025-05-03 17:00:00,2025-05-03 18:00:00,109,3,1,0,0,26746011
0,2,12307,37,160,66,2025-05-09 16:00:00,2025-05-09 18:00:00,21,4,2,0,0,25587969
2,3,12544,36,250,221,2025-05-01 09:00:00,2025-05-01 13:00:00,13,1,1,0,0,26981280
0,2,114,50,649,185,2025-05-09 06:00:00,2025-05-09 14:00:00,109,3,3,0,0,25900069
2,3,12956,45,858,143,2025-05-03 10:00:00,2025-05-03 15:00:00,0,1,1,0,0,25914419
2,1,199,18,963,201,2025-05-10 17:00:00,2025-05-11 00:00:00,0,4,2,0,0,27879027
2,1,12305,60,261,162,2025-05-13 18:00:00,2025-05-13 20:00:00,0,3,2,0,0,25645958
1,1,114,29,317,257,2025-05-11 03:00:00,2025-05-11 11:00:00,108,1,3,0,0,27949870
0,2,12587,26,577,215,2025-05-16 18:00:00,2025-05-16 23:00:00,21,3,1,0,0,25683821
0,0,13933,62,859,117,2025-05-17 08:00:00,2025-05-17 12:00:00,21,4,3,0,0,27129831
2,0,299,26,541,203,2025-05-03 05:00:00,2025-05-03 14:00:00,13,4,3,0,0,27185332
2,2,13987,52,163,65,2025-05-15 00:00:00,2025-05-15 06:00:00,12,4,3,0,0,25741428
0,0,235,44,767,229,2025-05-17 08:00:00,2025-05-17 12:00:00,13,1,3,0,0,27384424
2,3,12305,64,859,55,2025-05-01 08:00:00,2025-05-01 16:00:00,15,3,1,0,0,25876036
0,0,12580,27,171,230,2025-05-05 04:00:00,2025-05-05 07:00:00,107,3,2,0,0,25658513
1,2,32,64,383,145,2025-05-17 23:00:00,2025-05-18 01:00:00,0,3,2,0,0,27841327
2,2,186,41,511,123,2025-05-13 06:00:00,2025-05-13 13:00:00,12,4,1,0,0,26400612
0,3,299,59,968,189,2025-05-09 10:00:00,2025-05-09 14:00:00,107,1,3,0,0,25587969
2,1,12308,10,408,203,2025-05-17 07:00:00,2025-05-17 11:00:00,107,4,1,0,0,27816979
0,2,187,37,549,206,2025-05-07 08:00:00,2025-05-07 17:00:00,107,4,3,0,0,25894761
0,3,14152,59,888,192,2025-05-05 13:00:00,2025-05-05 15:00:00,108,1,3,0,0,26098767
2,0,12305,26,940,201,2025-05-14 09:00:00,2025-05-14 10:00:00,109,4,1,0,0,25588670
1,0,12305,9,722,55,2025-05-12 01:00:00,2025-05-12 08:00:00,107,4,1,0,0,27880916
0,3,12956,13,886,82,2025-05-16 12:00:00,2025-05-16 20:00:00,109,3,3,0,0,27629681
0,3,12305,44,60,207,2025-05-07 07:00:00,2025-05-07 10:00:00,63,1,3,0,0,26542775
0,2,13552,9,924,192,2025-05-04 10:00:00,2025-05-04 12:00:00,0,1,3,0,0,27764027
1,0,32,45,831,205,2025-05-18 06:00:00,2025-05-18 10:00:00,107,3,3,0,0,26543612
1,3,13552,46,955,106,2025-05-17 10:00:00,2025-05-17 12:00:00,21,1,1,0,0,27731357
2,0,187,54,63,176,2025-05-06 13:00:00,2025-05-06 15:00:00,109,3,2,0,0,27931311
1,3,12307,8,317,197,2025-05-14 13:00:00,2025-05-14 18:00:00,21,4,2,0,0,27042990
2,0,119,43,986,111,2025-05-07 15:00:00,2025-05-07 20:00:00,21,1,3,0,0,27877313
2,1,12305,60,897,244,2025-05-02 14:00:00,2025-05-02 22:00:00,107,1,2,0,0,27547326
1,2,14102,32,301,125,2025-05-08 07:00:00,2025-05-08 16:00:00,63,4,2,0,0,26981280
2,0,13142,15,159,169,2025-05-01 12:00:00,2025-05-01 14:00:00,12,4,2,0,0,26965455
1,1,119,29,1056,204,2025-05-14 02:00:00,2025-05-14 03:00:00,21,1,2,0,0,26462299
2,0,12350,13,856,183,2025-05-03 18:00:00,2025-05-03 21:00:00,0,1,2,0,0,27789866
1,0,32,13,62,62,2025-05-11 07:00:00,2025-05-11 13:00:00,15,1,2,0,0,26506589
1,1,13417,61,791,221,2025-05-02 16:00:00,2025-05-02 21:00:00,21,3,3,0,0,26481748
2,0,2,25,703,183,2025-05-08 15:00:00,2025-05-08 23:00:00,0,1,3,0,0,26231814
0,0,13417,0,783,229,2025-05-02 10:00:00,2025-05-02 18:00:00,13,1,3,0,0,27407499
2,2,12545,3,251,203,2025-05-18 13:00:00,2025-05-18 15:00:00,0,4,1,0,0,26971771
1,1,12307,47,517,166,2025-05-15 00:00:00,2025-05-15 09:00:00,108,4,2,0,0,26451166
0,1,12545,40,1050,82,2025-05-13 01:00:00,2025-05-13 05:00:00,12,3,2,0,0,25980946
2,3,13203,9,865,161,2025-05-04 03:00:00,2025-05-04 04:00:00,13,4,1,0,0,26987528
2,0,13987,6,1032,49,2025-05-03 21:00:00,2025-05-03 23:00:00,0,1,2,0,0,27852905
2,2,199,23,467,134,2025-05-10 17:00:00,2025-05-10 23:00:00,0,1,3,0,0,27707319
0,0,12307,60,881,202,2025-05-01 10:00:00,2025-05-01 15:00:00,109,3,3,0,0,27893444
1,0,186,5,821,82,2025-05-16 07:00:00,2025-05-16 14:00:00,63,4,1,0,0,27044310
2,3,13552,61,941,125,2025-05-12 18:00:00,2025-05-13 03:00:00,12,4,3,0,0,27264067
2,0,32,35,125,104,2025-05-13 15:00:00,2025-05-13 21:00:00,108,4,1,0,0,27346909
2,2,12956,66,149,167,2025-05-01 23:00:00,2025-05-02 05:00:00,21,3,3,0,0,26510676
2,2,12301,26,332,205,2025-05-12 09:00:00,2025-05-12 11:00:00,108,4,2,0,0,25593991
2,3,14102,51,384,125,2025-05-02 02:00:00,2025-05-02 09:00:00,107,4,3,0,0,25716029
1,0,12544,1,328,162,2025-05-03 05:00:00,2025-05-03 07:00:00,107,4,1,0,0,26274730
1,2,12545,35,665,199,2025-05-03 06:00:00,2025-05-03 13:00:00,108,1,2,0,0,26840122
2,0,12301,18,773,185,2025-05-16 15:00:00,2025-05-16 23:00:00,21,3,1,0,0,25756214
0,0,13987,35,11,110,2025-05-10 16:00:00,2025-05-10 17:00:00,13,1,2,0,0,26000938
1,0,12308,9,762,232,2025-05-12 12:00:00,2025-05-12 21:00:00,63,3,2,0,0,26233182
0,3,12350,3,182,82,2025-05-16 10:00:00,2025-05-16 18:00:00,63,4,3,0,0,27734896
1,0,114,43,571,61,2025-05-18 09:00:00,2025-05-18 18:00:00,108,1,3,0,0,27853979
2,2,13056,65,863,258,2025-05-05 23:00:00,2025-05-06 04:00:00,63,4,2,0,0,25471163
1,0,12350,14,887,111,2025-05-10 08:00:00,2025-05-10 12:00:00,108,4,3,0,0,27877955
2,2,12308,49,510,202,2025-05-03 09:00:00,2025-05-03 10:00:00,107,3,3,0,0,26580920
1,0,2,20,537,192,2025-05-11 14:00:00,2025-05-11 23:00:00,0,4,1,0,0,27789866
2,2,13203,54,842,238,2025-05-08 07:00:00,2025-05-08 11:00:00,13,1,3,0,0,27789681
2,2,12305,60,773,1,2025-05-03 05:00:00,2025-05-03 09:00:00,63,3,2,0,0,27127339
2,0,12305,11,580,97,2025-05-07 01:00:00,2025-05-07 05:00:00,15,3,3,0,0,26788776
2,0,13552,31,60,196,2025-05-11 18:00:00,2025-05-11 20:00:00,107,1,2,0,0,25323509
0,2,2,52,900,143,2025-05-07 07:00:00,2025-05-07 11:00:00,15,4,2,0,0,25875884
2,1,14102,12,150,197,2025-05-17 00:00:00,2025-05-17 02:00:00,109,4,1,0,0,27917604
0,3,12545,66,621,206,2025-05-11 21:00:00,2025-05-12 05:00:00,63,4,2,0,0,26353181
0,1,12580,41,970,203,2025-05-01 18:00:00,2025-05-02 01:00:00,108,4,2,0,0,26465742
2,1,12306,55,937,193,2025-05-15 05:00:00,2025-05-15 07:00:00,63,4,1,0,0,26329571
0,0,4,61,937,143,2025-05-16 10:00:00,2025-05-16 12:00:00,21,3,2,0,0,26740271
1,3,14102,35,898,162,2025-05-08 02:00:00,2025-05-08 04:00:00,21,3,1,0,0,26734639
2,1,12306,40,791,97,2025-05-16 18:00:00,2025-05-16 19:00:00,12,1,2,0,0,27111027
0,0,14102,28,170,110,2025-05-17 07:00:00,2025-05-17 13:00:00,13,4,3,0,0,25351406
